Tweet,message,Match,polarity
655, sumumeghu  nimmasuresh  drashwathcn Both education minister won t reply to common people  they respond only to mod  ,won,positive
656,RT  AHMED48  We  university students  demand the cancellation of the second term Our health is more important than education We come from,important,positive
657, Luighseach Harks back to the days when ladies wore mortar boards when graduating from university to symbolise that  ,,neutral
658,Why are university students who are in a MINIMUM of 27 000 debt  thats excluding maintenance loans so probs nearer  ,debt,negative
659, robinlevinson Hi Robin  firstly I know you dont control the pictures but wasnt sure who to mention this to  bu  ,,neutral
660, mabegoses  RileyGryc As someone who spent the entirety of their university education stocking shelves and working  ,,neutral
661,RT  doreenthompsona  An excellent article and charge for Higher Education careers services  careers  worldofwork   ,excellent,positive
662, bajopants As a individual with advanced university education  Backgrounds in medicine and infectious diseases  And  ,advanced,positive
663, alexawiti When a uni can t get such simple S together then what is the quality of what they offer  We must really  ,,neutral
664,Public Engagement Coordinator University of Cambridge 26 715 to 30 942 pro rata    PT fixed term  Deadline  1  ,,neutral
665,Reflective Writing for Medical Students on the Surgical Clerkship  Oxymoron or Antidote       ,,neutral
666,RT  WORLDonCampus  More colleges offering free  online courses  Education  Biola University becomes first Christian college to offer  htt,free,positive
667,A man who has never gone to school may steal from a freight car but if he has a university education  he may steal  ,steal,negative
668, Leprechauns11  mscott No  Dept of Education paid for early university  then there was free university and TAFE 197  ,free,positive
669,An excellent article and charge for Higher Education careers services  careers  worldofwork   ,excellent,positive
670,We  university students  demand the cancellation of the second term Our health is more important than education We  ,important,positive
671,Gauhati Universitys online classes are highlighted in The Telegraphs report  Education goes online  ,,neutral
672,Columbia and Aga Khan University Launch Dual Masters in Islamic Studies and Muslim Cultures   AKUH  ,masters,positive
673,The move comes after students from Oxford  Edinburgh and University College London joined their peers at Cambridge  ,,neutral
674,Is there any gaming the system  from private school  Will university admissions give priority to those with iGCSE  ,,neutral
675,RT  icacoop   We have to think about an alternative to traditional education  From kindergarten through to university you learn to compete,,neutral
676,MURDOCH UNIVERSITY MERIT BASED SCHOLARSHIP The upcoming May intake the key benefits one will experience by choosing  ,"merit, benefits",positive
677, NkathaSabelo  JBBotha08  InshallahSZN  BlessingsRamoba Actually those who made to university actually graduated to  ,,neutral
678,2 3 Since I am working  I prefer doing distance education from an Indian University  I was told that IGNOU is peopl  ,prefer,positive
679,It is so good to see that so many colleagues at  sheffhallamuni are moving to our online environment after a fast a  ,"good, fast",positive
680,Danielle s class is definitely wining the Sports game at The ISC   Doha  Danielle is from the United Kingdom and gr  ,,neutral
681,RT  lee ballantyne  Open University s Skills for OU Study    Open University s Get Started with Online Learning  Ope,,neutral
682,We want education   We want semester examination   We want  hostel  No corona patients and corona patients   Boycot  ,,neutral
683,A Infos  Britain    Higher Education talks enter crucial stage     Ucu Strike The Uni  ,strike,negative
684,Welcome to Madeline s drawing class at The ISC DIP  Madeline is from Co  Dublin  Ireland and graduated from Arizona  ,welcome,positive
685,since the government have addressed what will happen to GCSE and A Levels  what about us 3rd year university studen  ,,neutral
686,RT  TundeTASH  Top 10 Certificates in Canada in 2019 1  Sales Professional Certificate 2  Certificate in Education Assistant 3  Certifica,top,positive
687,Become an  InternationalMakeupArtist   Canadianbeauty education is now available at the SOIS  Earn a  Diploma and a  ,available,positive
688,World Poetry Day is a time to appreciate and support poets and poetry around the world drknmodifoundation  ,"appreciate, support",positive
689,One lesson learnt in  highereducation during  COVID 19 crisis Students  select  university for your  education t  ,crisis,negative
690,And  Poynter  As a service to the journalism education community in this challenging period  Poynter is offering it  ,challenging,negative
691,This period is telling us to look for things to do before we get done with University education ,,neutral
692,imo  this is the best option atm  i understand the people paying for their education but how about the people S  ,best,positive
693, kvsarmaj We have tried online delivery of education and found it is not so useful at the university level  We are  ,useful,positive
694,RT  OMChildhood  Mythology and Education at the University of Cambridge    ,,neutral
695,Everything I have   I m grateful    University of Education winneba North Campus  ,grateful,positive
696,872nd Conference on Arts  Education and Social Science  2020  Canada   Follow us for International Opportunities  ,,neutral
697,RT  nunaraq   luv ot4 most of her high school education was in canada where it s mandetory to learn about the Indigenous peoples  histories,,neutral
698, Sachinpatil7777  RohitMGaikwad  vijaycMT  PawarSpeaks  rajeshtope11  OfficeofUT N check about debt  4 5lacs cr de  ,debt,negative
699,Central University of Rajasthan has officially invited applications for CUCET 2020 CUCET  CUCET2020  ,,neutral
700,RT  indianlove1947  Congres can give people Good hospital Good education Food Good roads infrastructure Bhaicharaa Peace Love Happiness Bu,"good, peace, love, happiness",positive
701, obaidmadiha1  atifthepoet Aisi tu bht si qoumein hein i e jin ka military budget un k health  education  walfare b  ,,neutral
702, JBBotha08  InshallahSZN  BlessingsRamoba So you just jump from ridiculous  bantu education  to a university and be  ,ridiculous,negative
703,Trident at AIU Education Professor Receives Teaching Excellence Award Dr  James Greg Hodges  a faculty member in  ,"excellence, award",positive
704,Raising tuition fees in Australia is the only realistic way to stop thousands of school leavers losing their shot a  ,"realistic, losing",neutral
705,RT  NEDworks  RT  WOBUK  Contribute to health research and education   St George s University London is looking for a Chair and NED  A rang,,neutral
706,RT  KenyaConnect  We re excited that people have signed up to run walk our Virtual 5K on March 28th to support our work to strengthen educa,"excited, support, work",positive
707,RT  WOBUK  Contribute to health research and education   St George s University London is looking for a Chair and N  ,,neutral
708,Click on the link below to learn some budgeting101  how to budget as a student from  CapitecBankSA    ,,neutral
709,BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontar  ,"breaking, tentative",negative
710,RT  BRE BREEAM  The University of Portsmouth Sports Factility won the  Public Design  award at the  BREEAMawards2020  Find out why the proj,"won, award",positive
711,Get an international education in Cyprus International University   No SAT   IELTS  or TOEFL required 2019 2020 Spr  ,,neutral
712,University of Benin to partner Nigerian Army on Forensic  DNA Studies  ,,neutral
713, Sherin Jo  Chacha hu  Cow Momma watsapp university education,,neutral
714, usmansaeedbasra Dear brother   Maryam Auranzeb  is a bitch and performe at the jatee umrah advice   Every one know  ,bitch,negative
715,At the  qsindiasummit2019   VnrvjietO was awarded a Diamond rating by  igaugerating  The team from the  university  ,awarded,positive
716,Education university apon logon ki nishane phar   ,,neutral
717,Coronavirus In Karnataka  RGUHS suspends all classes  lays down instructions for medical colleges  details  rajiv g  ,,neutral
718,At Gannon University  we have been blessed by the support of a dedicated family who shares in a vision of transform  ,"support, dedicated",positive
719,RT  UB UK  Calling all higher education leaders  Did you know you can get the print edition of University Business delivered FREE  to your,free,positive
720,RT  Ore akiinde  I feel this is very insensitive Cos people Go through a whole lot in university  Lets even excuse our federal education,"insensitive, excuse",negative
721,Read here   ,,neutral
722,While not receiving a refund for housing and meals from the university is one thing  Mr  Crows tonality in this ar  ,refund,positive
723,Administrative Assistant IV  Education Secretariat  Saskatoon    ,,neutral
724,3842 Feb 7 2020 12 29 42 Why is China Qatar donating vast sums of money to our education institutions   ,,neutral
725,Beberapa fakta soal Hongki  He was born in Gwangju  Gyeonggi  South Korea  He has a younger sister  named Jaeyo  ,,neutral
726,RT  pcraindia  Final year   students of PRIST University   School of Agriculture visited PCRA HQ during their A,,neutral
727,RT  avoneagles  Spring Sports Senior Spotlight is on Jayson DeLisio Spring Sport  Baseball Plans after High School  Ohio University major,,neutral
728,Confused about Career selection Learn about all the career opportunities available and explore the one that suits  ,"available, confused",neutral
729,RT  micahyamilan  This year I will be attending The Illustrious Fisk University in Nashville Tennessee   It is one of the top 10 HBCUS in t,"illustrious, top",positive
730,RT  PixlPrimary  Please see information below from Oxford University Press  OUP  one of our partners    Free online resources including f,free,positive
731,RT  SCMPNews  Coronavirus  university president hits out at Hong Kong student unions Chinese pneumonia statement for harming global Cov,,neutral
732,RT  areledu  Sevgili rencilerimiz nmzdeki gnlerde niversite olarak uzaktan eitim vermeye balyoruz   Dear students In the comin,,neutral
733,         Read more at   ,,neutral
734,I trust  ukgovernment is going to be looking at paid university education  especially for medical and therapeutic c  ,trust,positive
735,Government College University Faisalabad  GCUF  To Continue Education Online   UrduPoint  ,,neutral
736,SETTLE IN CANADA  canada  bimblego  immigration   gurgaon  newdelhi  Gurugram  gurgaontimes  settleincanada  ,,neutral
737,RT  logical revolt  Cambridge University Press is making higher education textbooks in HTML format free to access online during the coronav,"logical, free, revolt",positive
738, Richneville56  ChrisGBurns  NonnyMooseUK  mrjamesob But we all knew that the UK would not go for him as their PM   ,,neutral
739,RT  AGUShimlaUniv  Its time for the weekly poll APGSU  Shimla  University  Institute  Study  Student  Education  APGShimlaUniversity  in,,neutral
740, She was born in Suwon  South Korea  Education  Hanlim Multi Art High School  Applied Music Department Badge 4th  ,,neutral
741,         Announcements  ,,neutral
742,           Announcements  ,,neutral
743,RT  SaintLeoPres  Saint Leo University is the exclusive higher education partner for the Tampa Bay Buccaneers       welcome home to Tom Bra,"saint, welcome",positive
744,  Jai Sri Gurudev  Congratulations  Ait  chikkamagaluru  bgs  education  learning  engineeringcollege  ,congratulations,positive
745,RT  Batt Supercaps  Aravindan  Stephan and co workers  Indian Institute of Science Education and Research  CSIR  Jeju National University ,,neutral
746, Siddhiattwt  ShkNidhi  sadhavi  KP24  shreevats1 I have blocked wikipedia on my server  I understand your  wikiped  ,,neutral
747,Here s what the Department of Education had to say about modern art   Canada showed the world Roblox ,modern,positive
748,RT  SyedAliAqa  A great way to keep yourself busy and grow during the virus outbreak   Cambridge University Press has made over 700 higher,"great, virus, outbreak",negative
749, jakimmmmm This is a university student guys  education system is failing us ,failing,negative
750,RT  ADIIIZ1  Imagine a MAN paying his Girlfriend s university tuition FEES  or college FEES  with hope of MARRYING her after HER education ,,neutral
751,Why study MBBS in Russia  One of the best education systems in Europe  amp  Asia  Well equipped hospitals with tert  ,"best, well",positive
752,RT  JamilAnwarAb   UniversityofMalakand  Preparation Launching Online Lectures by the Faculty Members of University of Malakand to mitigate,,neutral
753,RT  dailynation  For five days and nights  hundreds of Education students who graduated in December 2019 have been camping at the universit,,neutral
754,RT  centre4girlsed  Vice Chancellor Federal University Gashua Paid a courtesy visits to Center for Girls Education appreciating it s endles,vice,negative
755,Everyone has the right to a basic education Yet  the quality of South African education remains of great concern   ,"right, great, concern",positive
756,Heres how Sanjay Ghodawat University is redefining higher education in the country   via  timesofindia,,neutral
757, yeohnie yooo u live in canada  thats cool  daridulu pengen bgt tinggal di luar gituuuu karena merasa ga cocok sa  ,cool,positive
758,RT  airnewsalerts  UP Govt seeks a Central Grant of Rs  100 crore for Lucknow University and Kashi Vidyapeeth  Deputy Chief Minister and Ed,,neutral
759,Its Fart University  what an education were getting   ,,neutral
760,The  ChineseCommunistParty is clearly winning the  propaganda battle by getting people to not call the  coronavirus  ,"clearly, winning, propaganda",positive
761,Apply  Study Visa for  Canada   Gap acceptable   IELTS 5 5 5 bands  New funds acceptable  Fee after  visa Co  ,,neutral
762, kylegriffin1  maddow Its Trump University  what an education were getting ,trump,positive
763,Tucker Carlson ripped the higher education establishment Thursday previewing a likely culling colleges and universi  ,ripped,negative
764, rahulkanwal Dr  Ramanan Laxminrayan  Education   BE in Instrumentation BITS Pilani MPH  Epidemology University of  ,,neutral
765, CaliforniaCons9  I Write Or Die  KellyannePolls  realDonaldTrump  ABC 6  We do have some of the highest rated univ  ,die,negative
766,Reading about the college admissions scandal reminded  ClintSmithIII of his low income students at Harvard and the  ,scandal,negative
767,      17      News  ,,neutral
768,  careers in the global culture  The Higher Education Commission welcomes such support and response from the Univer  ,support,positive
769,RT  HRDSIOrg  Quote by  Maimonides education  school  learning  students  motivation  children  kids  student  teacher  science  study,,neutral
770, IngrahamAngle Laura  Did you ever take a science class in high school or college Perhaps you might want to take a  ,,neutral
771,ANYONE can become a UK Qualified Doctor Email us on team edubird conto find out how we sort out visa for yo  ,qualified,positive
772,Elon Musk thinks college is essentially a waste of time  an observation likely to confuse an entire generation   ,"waste, confuse",negative
773,It s great to see the  InkSmith3D team working so hard everyday not only to offer innovative educational solutions  ,"great, innovative, hard",positive
774,RT  dgolumbia  First signs that Betsy DeVos and the all administration university are going to get their way  All of those changes could t,,neutral
775,RT  NurasolTech   osstf  tdsb  Sflecce Scary 4  DitalNative Canadians youth  The future of  library amp  education s  digital   eLearning boom ,"boom, scary",neutral
776,Quote by  Maimonides education  school  learning  students  motivation  children  kids  student  teacher  ,,neutral
777,RT  CasaMadison  US s 200 yrs wealth to  ChiCom or  ChinaVirus  US received an indemnity after compensating American victims of the war,,neutral
778,US s 200 yrs wealth to  ChiCom or  ChinaVirus  US received an indemnity after compensating American victims of  ,,neutral
779,Maseno uni students victim of transcript tampering  wrong units  grades  missing marts etc  Siriba  amp  colleges most  ,wrong,negative
780,RT  Yi B       2   3     exam  25   1            University   ,,neutral
781,RT  CUP JFP  Cambridge University Press has made higher education textbooks freely available until the end of May 2020  including Graham Hu,available,positive
782,Aravindan  Stephan and co workers  Indian Institute of Science Education and Research  CSIR  Jeju National Universi  ,,neutral
783,RT  BreahnaLuera  BREAKING  during a  UTSA staff town hall  President Eighmy said the university is evaluating  continuing to offer online,breaking,negative
784,Good read  also should showed most still backing the  walkingvajajaPM  HOW unacceptable his handling of this crisis  ,"good, unacceptable, crisis",negative
785, MichaelSKohn  dwyoon1  osstf So if the average salary in Canada is  50 000 and teachers can be making a fair bit m  ,fair,positive
786,RT  CdnEncyclopedia  For  InternationalFrancophonieDay  also known as French Language Day  learn about the  Founding Mothers  of French im,,neutral
787,RT  MScDigital  Expand Your Employment Opportunities with the World Leaders in Blockchain Education University of Nicosia ,,neutral
788, ArmChairSJW  wanta know  deniseshrivell We have one each the son has not married the Daughter has married to wonde  ,,neutral
789,Could hydroxychloroquine be used to prevent COVID 19   No   Dr  Fauci  Cornell University Medical College  It  ,,neutral
790,The order is only for non essential travel  and does not include those needing to cross the border at legal ports  ,,neutral
791,RT  Wikipatia  3 20 1825  b  Cornelia Phillips Spencer  American author  journalist poet  social historian  Womens education advocate  ke,advocate,positive
792,Scholastic Education Canada is committed to supporting parents and teachers  Theyve made their digital subscriptio  ,supporting,positive
793,RT  ronkelinstitute  Stay Safe  Stay Alert WeSupportJantaCurfew Ronkel   Media Education  amp  Research Institute  Partner Institute of Birm,safe,positive
794,Happy birthday  in Advance to me  myself and I  nicoartgallery  nico  birthdayboy  birthdayparty  sketches  ,happy,positive
795,Seemingly pained by the academic loss  Kashmir University has started tele lectures to help students study at home  ,loss,negative
796,RT  AminTatla4  Really just went from University of the Pacific education to University of Phoenix education ,,neutral
797,RT  CrucesSunNews   Because the university will have only online courses after our extended spring break  there is no reason to return to c,break,negative
798,RT  EstherF95134988   Lane RYS20  Lane RYS20  Lane RYS20  Lane RYS20 Association of University Women An institution geared to providing nat,,neutral
799,    chatham  i am begging,begging,negative
800,3 20 1825  b  Cornelia Phillips Spencer  American author  journalist poet  social historian  Womens education adv  ,,neutral
801, SanDiego State University  SDSU postpones graduation until December due to  WuhanFlu WuhanVirus COVID19  ,,neutral
802, Sky Blue168 No pity those overseas HK students organised  Stand with HK  rallies at Uni in Australia and UK  ,pity,negative
803, michaelcrow  ASU can someone please explain this to me https t co 7eYf4ziqXT,,neutral
804,San Diego State University postpones graduation until December due to coronavirus    Breaking   ,breaking,negative
805, mr c23h That s the part I m not sure I agree with  Last year s budget included a flex about Alberta having Canada   ,,neutral
806, hennis1967  AGRichard1  CPHO Canada   Biology with plenty of experience in microbiology An  ,,neutral
807,i dont totally blame her though the staff shouldnt have made her wear it   even have it as a penalty  but her hig  ,"blame, penalty",negative
808, Lesleycubawelly  LewSOS I did  in fact  go to University at 15   I don t however believe that a Uni education is r  ,,neutral
809,My biggest motivation  Just to keep challenging myself  I see life almost like one long University education that  ,"like, challenging",neutral
810, RStivaletti  AGRichard1  CPHO Canada So Robert   exactly what is your education and skills please   I mean besides  ,,neutral
811,I see life like one long university education I never had  I learn something every day   Richard Branson  leadership  success,"like, success",positive
812, luv ot4 most of her high school education was in canada where it s mandetory to learn about the Indigenous peoples  ,,neutral
813,RT  mnb world  News Mongolia   Japan Mongolian University Hospital transferred to the Ministry of Education  Culture  Science  and Sports  ,,neutral
814,RT  PubSqAcademy  Media Law Professor at California State University  Jon Pfeiffer  says that it would be impossible for adjunct professors,impossible,negative
815,RT  veggitech  We are extremely proud and excited to collaborate with Sumy National Agrarian University  We will be providing students with,"proud, excited",positive
816, siddarthshah41  AnupamMag Where Trump and Modi has said that one day curfew will break the chain My lill educati  ,"trump, break",neutral
817, maVictorialp Same lang po  National University Hospital po ang PGH meaning it provides hospital services  educatio  ,,neutral
818,RT  RyanSwanky  Dept of Residence at UNI is trash  pass it on  ,trash,negative
819, beautifulwood  The Clew  Sflecce  ETFOeducators What are you talking about   My salary hasnt even come close to k  ,,neutral
820,RT  CBCQueensPark  WATCH LIVE  News conference at 12 30 by Premier Doug Ford  Health Minister Christine Elliott and Education Minister Step,premier,positive
821,JNU  DU and Jamia are unable to make it to the list of the top 200 as they have refused to change and grow in the d  ,"top, unable, refused",negative
822,Valley City State University student tests negative for coronavirus  ,negative,negative
823,Stay Safe  Stay Alert WeSupportJantaCurfew Ronkel   Media Education  amp  Research Institute  Partner Institute of B  ,safe,positive
824, scholasticCDA  Covid19 reveals barrier to  QualityEducationForAll Canada  Why limit access educational contents  d  ,limit,negative
825, dawnsaffron  DavidAgStone  BernieSanders  andrecymone  NahkoBear  FlyingWithSara  SaruJayaraman And about the educ  ,,neutral
826,Blessed to receive my 6th Division One offer to continue my education and football career from Houston Baptist Univ  ,,neutral
827,This not better to use any institution as a hospital  I urge  TelanganaCMO plz don t do that  It s our small Univer  ,better,positive
828,RT  brokenseesaw   Martin Lukacs It s time to move on from oil and gas  No bailouts  Invest in people  give them education or find them som,,neutral
829, ScarlettKnoxx  BBCWorld Yes  please do  Makes the youth of the USA look like a bunch of incorrigible  apparently z  ,"like, incorrigible",neutral
830,I grew up in Shaker Heights  started my college education in Philadelphia at Temple University  moved to Warwic  ,,neutral
831,RT  LukeSheehyATN  Vale Denise Bradley   Your reform architecture transformed Australias higher education system and saw hundreds of thous,reform,positive
832, BernieSanders So do we repay those who actually paid as they went or repaid their student debt  You know  the way  ,debt,negative
833, Nene17952997 Students who were in University Housing and need specific education support materials   books  comput  ,support,positive
834, Because the university will have only online courses after our extended spring break  there is no reason to return  ,break,negative
835, AnupriyaSPatel  ApnaDalOfficial  It has amazed me to learn that even promotions are   How  ,amazed,positive
836,RT  SectraNews  The Italian university  SapienzaRoma is now using a cloud based teaching platform to continue medical education remotely  h,cloud,negative
837, peterkrupa See  e g  Jill Stein saying that if she got elected she d simply direct the Fed to make university edu  ,,neutral
838,Having been in academics long enough I wish to point out to those who look down on D students that Grade A  amp  perfor  ,enough,positive
839,What in the actual hell is this kind of response from ASU prez Michael Crow     ,hell,negative
840,I should probably stop complaining about the university I attend knowing damn well Ill probably be a grad assistan  ,"well, complaining, damn",negative
841,RT  htTweets  Urdu University students oppose converting campus to a quarantine centre in Telangana     ,oppose,negative
842,AFT and AAUP Principles for Higher Education Response to COVID 19   AAUP American Association of University Profess  ,,neutral
843,RT  michalszczech  In Poland teachers are educating themselves how to lead lessons remotely  how to do distance education  In Canada it is,lead,positive
844,2  So  to do my Masters nobody cared less about my GPA  In retrospect  that was a reasonable thing   I became a te  ,"masters, reasonable",positive
845,RT  katieborowicz  I am super excited to announce my commitment to further my education and basketball career at the University of Minnesot,"super, excited, commitment",positive
846,Jobs I have had 1 Babysat 3 boys during college 2  Graduate Assistant for VP lStudent Development  Murray State U  ,,neutral
847,RT  RhysCorn45  Excited to sign with the University of Pikeville in Kentucky to continue my education and baseball career   upike basebal,excited,positive
848,RT  RodneyRohde  Invited interview for the  podcast on the Scott Thompson Show out of Ontario  Canada on 900 CHML  Check in at 30 00 for ab,,neutral
849,RT  oliviaozenbaugh  Excited to announce that I have committed to the University of Nebraska Omaha to further my education and track and fi,excited,positive
850,RT  lawagner129  Happy  NationalHospitalistDay from University of Maryland HowWeHospitalist   In Davidge Hall  the oldest structure still,happy,positive
851,That poor little liberal finally received his moneys worth at whatever university he was attending   He shouldve  ,"worth, poor",neutral
852,Stopping the Spread of  COVID19   Good patient education page  JAMA current BUT lets strong  ,"good, patient, strong",positive
853,Can college students get a refund for housing and meal plans  At UA  yes  At ASU and NAU  no  highered   ,refund,positive
854,On campus instruction at Faulkner University will not resume this semester  and the graduation ceremony has been po  ,,neutral
855, RichardGrenell  Elites     People who have some education  and know what they re doing Regular people    Rubes  ,,neutral
856,University president slams student unions Chinese pneumonia statement   via  scmpnews,,neutral
857, Canada  COVID19  education  ,,neutral
858, UjuAnya  MsJaseeka  mildredboveda  royeljohnson  Ericka Weathers 5 jobs I ve had  among MANY to fund my education   ,,neutral
859, UnaplgtcPrgrsv  IRaiseUFacts  SharS Aza  theshrillwitch  AltitudeChaz Canada has  Universal healthcare  including  ,,neutral
860,Au Qubec  le retour en classe devra probablement attendre bien au del de la date prvue du 30 mars Mais tous les  ,,neutral
861,The first edition of the Olympic Value Education Programme  OVEP  for Nigerian University Athletes for Schools in t  ,,neutral
862, katalva3 I m  as always overwhelmed by human  Governors  tenacity  and underwhelmed by our  Great  leaders  lack  ,"tenacity, great, overwhelmed, lack",neutral
863,Japan gives Rs700m grant to National Textile University for textile education  ,,neutral
864,RT  Tessa Weinberg  Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will be gi,,neutral
865,RT  ryangarciia  In the midst of everything going on in the world of sports and baseball  I am extremely humbled and excited to announce my,excited,positive
866,RT  PittsburghPG  Pitt gives students option to forgo letter grades  ,,neutral
867,To all the newcomers  teachers and students  to online education  If you need support in this process send me a mes  ,support,positive
868, McFaul This coming from a professor at a university where parents pay top dollar so their kid can get an overprice  ,top,positive
869,RT  CAPM R  We proudly announceDr  Andrei Krassioukovrecipient 2020Meridith Marks Award to recognize excellence in education among physi,"award, excellence",positive
870,RT  waynestate  Wayne State President M  Roy Wilson is a medical doctor and has a master s in epidemiology  How has this background affecte,master,positive
871,RT  maddcanada  Reaching youth with the  drivesober message  amp  helping them develop safe driving habits is a key to ending this terrible cri,"helping, safe, terrible",positive
872,RT  sydney mook  The states largest university will be conducting courses remotely for the rest of the semester and will not have a commen,,neutral
873,RT  TeachMath1618  Grades 7 12 Ontario math at home courseware from the Center for Education in Math and Computing at Waterloo University ,,neutral
874, JimRobe70184873  DigiVorr  Flattielover  HouseOfJames2  QDecoder  PhilipEMSkinne1  ShlomoIndiana  skrnyc5  ,,neutral
875,Senior Policy Analyst  Education Policy  ,,neutral
876,RT  LeoTheLeopardNZ  I would like to propose an idea  DCU  Diaper Cuck University  The highest paid staff and only y the best tutors for yo,"like, best",positive
877,Thank you to the everyone who helped make my time memorable  Thank you to everyone who took time to pour into me an  ,"thank, helped, memorable",positive
878,RT  dardistantimes  Columbia and Aga Khan University Launch Dual Masters in Islamic Studies and Muslim Cultures   IslamicStudies  AgaKhan  ,masters,positive
879,I cannot wait to continue my education as a  radonc resident at the University of Cincinnati   MatchDay2020  ,,neutral
880,Thanks  COVID 19  for letting me have my first experience graduating Architecture and Urbanism by a distance educat  ,,neutral
881,RT  DrCampbellWhite   LewSOS Some of our greatest prime ministers had no university education at all  Not that Im recommending it  but if,greatest,positive
882,Can college students get a refund for housing and meal plans  At UA  yes  At ASU and NAU  no   AZCentral  ,refund,positive
883, LewSOS Some of our greatest prime ministers had no university education at all  Not that Im recommending it  but  ,greatest,positive
884,RT  mohamme65295555  We  university students  demand the cancellation of the second term  Our health is more important than education  We c,important,positive
885,RT  OWYearbook  THANK YOU KATIE Meet senior Katie OKeefe who has been on yearbook for one year  OKeefe plans to attend Kansas State,thank,positive
886,What an idiot  This is why I will never return to Kansas except for possibly to visit the university of Kansas  At  ,idiot,negative
887, SriSri  narendramodi I agree V support you  amp  MODIG WHOLE HEARTEDLY But v request both of you to adopt GSNDHISM  ,support,positive
888,Ive done it  In my last month of university Ive finally found an effective note taking method Only took me 17 y  ,effective,positive
889, SaturdayThought  Education  QulityEducation  Time  Passion  Inspiration  Motivation  Goals  GoalAchiever  Success  ,"passion, inspiration, success",positive
890,RT  dhgeonline  We have joined forces with  DePaulU to offer  certificate and  degree programs that are custom made and tailored to  health,,neutral
891,RT  ChloeSHUdiss  This page is for my research project at Sheffield Hallam University  My research is based on people with ADHD  their educ,,neutral
892,THANK YOU KATIE Meet senior Katie OKeefe who has been on yearbook for one year  OKeefe plans to attend Kansa  ,thank,positive
893,RT  Jackhogan1023  Blessed to announce my commitment to continue my education and football career at McKendree University  Thank you to eve,"commitment, thank",positive
894,UP Govt seeks a Central Grant of Rs  100 crore for Lucknow University and Kashi Vidyapeeth  Deputy Chief Minister a  ,,neutral
895,Updated  Air Canada to evacuate Canadians from Morocco  Ontario Changes Education  OHIP in response to  COVID19   ,,neutral
896, thoughtsofaphd The Psychosynthesis and Education Trust psychotherapy school  Accrediredby Middlesex University  ThePTrust,trust,positive
897,University of Arizona  Grand Canyon University cancel spring graduation ceremonies  Graduating seniors at colleges  ,grand,positive
898,RT  nwi jsp  PNW will not have spring commencement  university announces   via  nwi,,neutral
899,Third of students drop out of university due to mental health reasons  report finds  ,,neutral
900,Year 13 students face rushed goodbyes and uncertainty over university as UK schools close  ,,neutral
901,PNW will not have spring commencement  university announces   via  nwi,,neutral
902,Georgia State University employee tests positive for COVID 19  ,positive,positive
903,Take this free course from Yale University on how to be happier in your daily life   wellbeing  education   ,"free, happier, wellbeing",positive
904,Updated to reflect UNT also announcing that starting Monday  students who choose to leave university housing will b  ,,neutral
905,Recently talked to a Canadian colleague who was incredulous that grades for university entrance in the UK are based  ,incredulous,negative
906,RT  HFSVpage  Thrilled to announce our newest board member  Mark Madrid  Mark is the CEO of  LBANstrong  a NPO focused on strengthening Ame,thrilled,positive
907,RT  j hintzman  A little life update Today I made it official and will be continuing my education beginning this summer term at The Unive,,neutral
908,RT  pulsecardiac   NikkiGardiner1  AYHLeicester  pulm rehabUHL Great to see  We are doing the same here in Canada  We have opened our enti,great,positive
909, Josh2Gud4U How come  Man  am I glad I dropped out of university last year and I don t have to deal with this shit   ,"glad, shit",neutral
910, TonyPaul1984 Have you looked into this  ,,neutral
911,RT  PHCeoJM   Education  JM   The University Council of Jamaica    EduCaribbean  ,,neutral
912,RT  Olufemiloye   ogayemilawfirm To check eligibility for Federal Skilled Worker program  six selection factors are used  Language skill,"skilled, skill",positive
913, krushowy  Sflecce Worst education minister ever   replacelecce  The rest of Canada had disaster plans  Where is Ontario s ,"worst, disaster",negative
914,What did Unions give us    via  smedian network Medium  medium  blog  essay  news  politics  government  ,,neutral
915,Fourth year medical students at  UToledo celebrate their residency placements in a virtual ceremony   ,celebrate,positive
916,RT  housingFAU  Attention residential students  please check your FAU e mail for NEW information regarding housing and residential educatio,,neutral
917,Enjoys  learning in the most  professional  modern and fully  equipped  classrooms that any  campus can offer  Get  ,"enjoys, modern",positive
918,Mariem  Mariem83471399  Tweeted Our health is important than education   We cant go to University or study becau  ,important,positive
919,RT  mckay fran  Any pupils  students currently at home and tackling big pieces of work  the brilliant Derby University Skills Team invited,"work, brilliant",positive
920,RT  argieeeeee  For all my people on here   So as of today  I will no longer be attending Belmont University but as I was once told by a,,neutral
921,No wonder they obsessively attack the health care system  the education and justice  Every single one in this vicio  ,"wonder, obsessively, attack",negative
922,UTA president steps down after details of investigation into questionable dealings with a university vendor release  ,questionable,negative
923, Coronavirus  university president hits out at  HongKong student unions Chinese pneumonia statement for harming  ,,neutral
924,Accord entre le gouvernement Ford et les enseignants de l lmentaire anglais  ,,neutral
925, TheDemocrats are punishing Americans  businesses  amp  economy by shutting down everything instead of only the infecte  ,,neutral
926,RT  ULvarsity  COVER STORY  The University of Limpopo Vice Chancellor and Principal  Professor Mahlo Mokgalong is a firm believer and catal,vice,negative
927,University representatives have confirmed that they expect universities to be flexible and do all they can to suppo  ,flexible,positive
